Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
21.71,58.45,32.63,Sandy,Pulses,18,0,20,14-35-14
37.74,72.77,41.36,Clayey,Pulses,4,12,33,17-17-17
40.0,74.04,47.46,Black,Cotton,41,4,3,DAP
26.52,54.16,39.44,Clayey,Tobacco,12,0,10,10-26-26
31.34,61.15,61.58,Black,Pulses,8,0,8,10-26-26
26.47,52.11,39.99,Black,Sugarcane,10,2,9,DAP
25.28,45.69,24.19,Loamy,Sugarcane,38,0,0,17-17-17
31.12,58.29,37.01,Clayey,Ground Nuts,8,9,30,Urea
27.26,62.29,46.78,Sandy,Paddy,22,4,19,10-26-26
24.52,45.6,63.28,Red,Tobacco,40,0,2,Urea
35.75,63.57,38.89,Loamy,Barley,36,0,1,28-28
25.55,63.42,27.81,Loamy,Paddy,5,17,14,DAP
30.84,63.15,54.37,Black,Tobacco,22,1,19,20-20
28.63,52.84,34.25,Clayey,Maize,21,4,18,14-35-14
32.94,72.52,37.15,Sandy,Barley,10,0,41,17-17-17
37.38,69.43,42.68,Loamy,Oil seeds,38,0,0,14-35-14
22.27,40.25,63.8,Clayey,Sugarcane,12,2,11,10-26-26
25.84,44.81,44.37,Red,Oil seeds,9,5,24,DAP
33.02,49.45,31.28,Black,Barley,15,0,38,10-26-26
30.45,57.02,53.78,Sandy,Sugarcane,13,3,35,17-17-17
37.66,55.23,31.77,Clayey,Maize,12,4,41,17-17-17
34.19,63.11,35.01,Clayey,Cotton,14,2,40,Urea
32.13,55.38,43.65,Black,Sugarcane,23,0,16,Urea
36.31,62.76,31.8,Sandy,Wheat,33,0,0,20-20
30.0,48.39,24.07,Clayey,Maize,8,0,41,14-35-14
32.96,52.26,42.35,Clayey,Tobacco,17,0,4,DAP
30.6,52.99,29.12,Sandy,Oil seeds,24,0,25,17-17-17
23.83,52.78,20.0,Black,Pulses,4,14,34,20-20
23.74,48.91,62.89,Sandy,Paddy,8,14,13,28-28
22.61,51.15,40.5,Sandy,Barley,38,0,0,Urea
22.26,58.83,33.35,Red,Millets,23,0,26,10-26-26
27.42,50.44,30.86,Loamy,Millets,15,3,9,10-26-26
32.38,55.82,40.91,Sandy,Oil seeds,8,9,17,DAP
32.77,60.55,61.77,Clayey,Sugarcane,3,10,28,20-20
28.08,58.59,44.33,Red,Millets,24,3,20,14-35-14
38.07,67.05,32.47,Sandy,Wheat,14,0,35,20-20
25.38,57.54,70.0,Black,Barley,36,0,0,Urea
26.79,43.38,41.56,Clayey,Oil seeds,24,3,23,Urea
22.05,52.83,36.27,Red,Sugarcane,14,4,45,20-20
31.02,47.08,52.83,Loamy,Pulses,9,3,25,20-20
28.97,59.7,23.81,Loamy,Oil seeds,39,2,3,28-28
29.42,56.7,47.96,Black,Maize,39,0,0,10-26-26
29.51,56.65,41.98,Loamy,Millets,22,0,28,DAP
25.84,57.48,40.97,Red,Pulses,5,7,32,10-26-26
35.66,53.57,31.42,Sandy,Ground Nuts,43,0,3,17-17-17
30.28,53.79,45.41,Black,Ground Nuts,14,6,24,DAP
33.46,60.18,43.06,Black,Maize,21,0,20,17-17-17
22.05,46.19,28.77,Clayey,Ground Nuts,16,0,15,28-28
40.0,67.16,44.64,Sandy,Cotton,36,1,0,14-35-14
35.64,57.39,53.46,Loamy,Cotton,7,12,10,Urea
32.0,69.37,40.63,Red,Millets,9,0,11,14-35-14
28.35,55.27,47.18,Loamy,Barley,7,0,11,20-20
36.17,70.81,32.25,Clayey,Sugarcane,12,0,35,17-17-17
26.26,49.17,33.65,Loamy,Pulses,20,0,20,28-28
29.77,53.93,44.28,Sandy,Tobacco,15,4,37,DAP
28.12,49.45,37.57,Sandy,Sugarcane,18,2,16,DAP
31.84,54.29,26.55,Loamy,Paddy,42,0,3,20-20
34.76,56.86,47.11,Red,Wheat,16,4,6,Urea
30.08,49.47,60.63,Black,Paddy,11,3,32,20-20
23.0,60.54,38.01,Red,Oil seeds,30,0,4,28-28
25.3,50.39,29.86,Red,Sugarcane,7,13,15,10-26-26
29.65,55.27,57.09,Black,Millets,8,4,36,14-35-14
28.53,57.4,65.78,Clayey,Wheat,13,0,6,17-17-17
23.52,62.06,63.73,Red,Wheat,13,2,16,DAP
26.74,51.72,49.96,Loamy,Oil seeds,17,1,21,10-26-26
36.27,58.72,31.17,Loamy,Pulses,9,0,34,DAP
30.8,59.23,32.46,Clayey,Ground Nuts,8,19,11,28-28
34.33,61.6,35.53,Clayey,Maize,22,0,22,DAP
25.38,61.44,49.36,Sandy,Wheat,43,0,3,DAP
26.37,46.29,20.0,Black,Cotton,7,13,30,DAP
35.61,69.21,45.08,Clayey,Sugarcane,26,0,17,10-26-26
26.38,57.12,57.3,Sandy,Barley,10,7,32,20-20
26.28,53.99,20.0,Sandy,Cotton,12,14,12,17-17-17
33.29,64.15,33.58,Loamy,Paddy,22,4,20,20-20
32.06,58.25,33.38,Clayey,Tobacco,9,8,33,10-26-26
39.4,57.28,40.19,Black,Tobacco,13,0,40,14-35-14
40.0,68.47,49.84,Red,Maize,18,0,38,10-26-26
38.66,61.44,26.03,Black,Pulses,10,0,36,Urea
38.84,59.67,60.84,Loamy,Paddy,7,17,9,14-35-14
31.42,54.93,41.21,Clayey,Ground Nuts,11,1,7,10-26-26
31.94,52.61,58.38,Loamy,Millets,16,0,8,Urea
33.81,55.89,56.88,Clayey,Pulses,10,2,33,10-26-26
28.61,59.13,22.9,Clayey,Sugarcane,37,0,1,10-26-26
33.41,53.69,63.42,Red,Barley,10,3,13,14-35-14
29.76,60.63,45.62,Black,Wheat,33,0,0,28-28
31.81,66.62,69.44,Sandy,Pulses,25,3,23,20-20
29.8,65.49,61.86,Sandy,Cotton,10,10,12,20-20
40.0,61.65,27.12,Red,Ground Nuts,9,2,44,DAP
29.2,62.74,46.45,Black,Maize,3,20,16,28-28
35.08,55.2,65.28,Red,Tobacco,10,3,42,17-17-17
26.46,63.81,50.64,Sandy,Tobacco,12,12,9,DAP
27.05,62.62,35.54,Loamy,Millets,37,0,2,Urea
24.98,62.27,48.83,Clayey,Maize,21,0,20,14-35-14
30.73,64.04,58.01,Black,Cotton,12,4,37,Urea
38.05,68.85,57.68,Black,Wheat,9,13,29,28-28
32.47,67.69,65.89,Loamy,Wheat,38,2,0,28-28
33.86,54.7,28.74,Sandy,Ground Nuts,36,2,1,17-17-17
31.07,61.96,50.7,Sandy,Tobacco,11,14,22,28-28
34.71,54.61,40.22,Clayey,Sugarcane,14,4,4,DAP
37.76,58.09,57.42,Loamy,Ground Nuts,20,0,22,17-17-17
35.18,74.22,33.33,Sandy,Wheat,11,0,45,10-26-26
29.31,62.5,47.47,Red,Ground Nuts,24,2,21,17-17-17
27.15,60.37,37.43,Red,Wheat,38,2,0,10-26-26
25.93,53.67,42.39,Clayey,Paddy,27,1,23,Urea
30.13,48.9,67.41,Loamy,Paddy,12,0,33,DAP
37.89,61.9,29.68,Loamy,Cotton,4,7,27,17-17-17
32.93,68.18,34.78,Sandy,Tobacco,40,0,0,28-28
31.28,61.86,62.26,Black,Maize,17,0,35,Urea
28.76,40.17,64.52,Sandy,Millets,14,10,15,20-20
23.56,43.25,20.0,Black,Cotton,10,16,8,10-26-26
27.83,49.73,58.42,Clayey,Millets,10,0,9,28-28
22.65,53.84,38.27,Sandy,Sugarcane,19,0,17,10-26-26
30.17,60.55,43.86,Clayey,Sugarcane,10,12,16,17-17-17
34.6,69.2,49.03,Clayey,Millets,11,2,35,10-26-26
24.45,57.16,37.8,Black,Barley,10,0,41,14-35-14
26.81,59.31,70.0,Red,Oil seeds,11,12,26,DAP
26.37,62.64,41.83,Clayey,Ground Nuts,13,0,9,28-28
36.73,55.27,32.64,Loamy,Sugarcane,20,2,22,Urea
28.61,53.73,50.17,Clayey,Millets,5,6,29,DAP
33.97,70.45,35.84,Sandy,Sugarcane,8,1,36,Urea
31.01,70.62,28.39,Sandy,Pulses,25,0,21,DAP
32.51,57.48,30.67,Sandy,Sugarcane,12,0,17,28-28
37.75,55.56,50.84,Red,Tobacco,40,1,0,10-26-26
29.18,45.12,49.86,Clayey,Ground Nuts,19,3,24,20-20
39.61,73.34,50.25,Sandy,Oil seeds,41,0,4,Urea
28.4,58.17,39.15,Red,Paddy,33,0,0,10-26-26
34.28,67.15,39.35,Red,Paddy,26,0,26,14-35-14
31.35,59.91,24.9,Black,Sugarcane,15,13,12,28-28
32.56,55.34,46.86,Sandy,Millets,34,0,0,14-35-14
32.1,57.13,37.58,Clayey,Pulses,26,3,19,14-35-14
34.65,63.66,47.3,Clayey,Millets,8,4,25,DAP
30.12,51.7,31.85,Loamy,Millets,40,0,4,20-20
37.03,72.04,29.53,Loamy,Ground Nuts,7,11,29,28-28
30.58,56.52,48.44,Sandy,Tobacco,40,0,0,Urea
31.32,56.57,40.22,Sandy,Tobacco,24,4,19,20-20
33.03,66.07,33.81,Red,Cotton,39,0,0,10-26-26
32.53,62.34,30.4,Clayey,Sugarcane,40,0,0,10-26-26
26.58,42.83,35.09,Sandy,Oil seeds,12,12,7,17-17-17
29.13,73.22,52.98,Black,Sugarcane,41,2,1,20-20
28.23,56.74,28.06,Clayey,Sugarcane,37,2,0,20-20
36.2,64.43,57.43,Black,Tobacco,4,3,9,17-17-17
23.37,45.91,67.84,Sandy,Sugarcane,40,0,0,20-20
40.0,53.38,47.05,Red,Oil seeds,12,0,37,28-28
26.83,54.4,41.76,Loamy,Sugarcane,40,0,3,20-20
33.02,65.44,50.47,Loamy,Wheat,6,12,28,28-28
29.16,53.59,60.85,Sandy,Pulses,14,6,33,14-35-14
31.59,71.2,27.7,Black,Paddy,23,0,22,28-28
33.15,58.53,32.29,Loamy,Sugarcane,3,7,34,DAP
26.27,48.43,36.14,Loamy,Maize,15,0,8,17-17-17
35.1,61.71,41.61,Red,Cotton,42,0,0,Urea
24.59,47.16,21.81,Clayey,Barley,15,0,36,14-35-14
29.4,52.91,43.18,Black,Pulses,9,14,12,17-17-17
28.05,52.74,43.39,Sandy,Pulses,4,21,17,17-17-17
24.59,59.0,58.71,Black,Ground Nuts,11,0,17,10-26-26
27.09,50.45,54.43,Loamy,Sugarcane,11,10,36,Urea
26.63,61.32,55.43,Black,Oil seeds,9,0,13,14-35-14
29.32,66.28,55.01,Loamy,Sugarcane,11,0,12,10-26-26
25.75,55.81,39.52,Clayey,Wheat,8,9,14,DAP
29.62,61.0,31.32,Black,Maize,42,3,0,14-35-14
23.85,60.61,56.48,Black,Oil seeds,10,0,9,Urea
31.15,59.56,27.97,Black,Cotton,9,4,38,14-35-14
28.76,55.72,49.49,Black,Millets,37,0,2,10-26-26
31.33,67.83,68.19,Sandy,Barley,26,0,15,17-17-17
38.04,73.24,69.06,Loamy,Barley,16,1,42,20-20
29.22,57.29,29.75,Clayey,Wheat,11,13,33,14-35-14
30.67,66.76,52.32,Sandy,Maize,26,3,25,20-20
30.39,54.66,40.53,Black,Barley,6,19,18,DAP
24.04,44.61,65.64,Loamy,Pulses,40,0,0,Urea
24.04,54.47,46.62,Black,Barley,12,0,39,14-35-14
30.21,53.36,54.28,Clayey,Oil seeds,13,10,28,10-26-26
36.53,60.86,45.04,Black,Ground Nuts,9,1,35,28-28
23.6,54.64,32.83,Sandy,Barley,21,1,16,14-35-14
24.21,49.11,62.53,Clayey,Tobacco,7,0,13,Urea
28.95,45.51,33.51,Red,Millets,14,4,43,17-17-17
28.75,60.69,32.81,Black,Barley,7,8,34,28-28
29.43,60.47,58.66,Clayey,Oil seeds,17,0,35,17-17-17
35.11,67.01,48.64,Black,Sugarcane,9,3,32,14-35-14
33.94,62.53,22.09,Black,Barley,13,19,18,DAP
30.89,58.68,33.78,Sandy,Maize,34,2,3,DAP
33.14,60.57,35.83,Red,Barley,25,2,23,17-17-17
29.9,51.27,49.74,Clayey,Oil seeds,8,0,8,20-20
32.53,58.97,39.94,Red,Ground Nuts,7,0,14,10-26-26
25.9,47.84,31.55,Sandy,Pulses,11,2,14,14-35-14
34.13,59.23,63.23,Loamy,Sugarcane,5,6,29,Urea
30.53,65.11,53.95,Clayey,Millets,13,0,7,10-26-26
26.0,66.36,26.96,Clayey,Sugarcane,13,12,18,14-35-14
27.4,54.83,69.04,Loamy,Cotton,9,7,15,20-20
38.44,62.45,46.09,Red,Ground Nuts,42,0,0,17-17-17
29.37,62.57,51.8,Red,Wheat,10,0,45,28-28
29.54,67.83,40.1,Loamy,Cotton,26,2,24,Urea
31.31,48.85,25.68,Black,Sugarcane,30,1,4,28-28
32.51,67.8,42.49,Black,Sugarcane,14,0,41,17-17-17
28.24,48.4,33.28,Red,Tobacco,31,4,0,17-17-17
39.87,60.83,56.01,Clayey,Barley,18,0,40,DAP
22.54,44.49,64.67,Clayey,Barley,14,9,15,17-17-17
39.58,71.07,39.53,Loamy,Pulses,7,1,39,DAP
36.66,60.99,46.13,Loamy,Wheat,42,1,0,20-20
30.67,59.09,30.58,Red,Sugarcane,37,4,3,20-20
28.01,54.25,39.67,Red,Maize,23,4,14,28-28
25.01,43.66,44.44,Loamy,Oil seeds,7,13,17,20-20
29.26,60.28,34.61,Loamy,Sugarcane,45,0,3,28-28
35.64,76.74,55.07,Loamy,Sugarcane,35,4,0,DAP
25.85,59.28,48.78,Red,Barley,14,2,34,14-35-14
27.37,52.08,45.62,Clayey,Maize,11,1,45,28-28
26.57,53.34,23.1,Black,Tobacco,13,0,36,14-35-14
36.24,55.86,52.22,Sandy,Ground Nuts,8,2,15,DAP
39.58,56.11,42.44,Sandy,Tobacco,18,0,45,28-28
33.06,52.39,40.7,Loamy,Millets,26,3,20,Urea
32.03,57.94,48.58,Clayey,Wheat,17,1,17,17-17-17
26.9,57.31,68.61,Black,Cotton,14,12,17,14-35-14
33.47,59.46,64.44,Sandy,Wheat,6,0,16,28-28
40.0,62.39,45.31,Clayey,Paddy,8,0,41,Urea
31.98,60.7,35.91,Loamy,Pulses,12,12,17,Urea
32.84,62.04,32.05,Sandy,Sugarcane,15,0,13,17-17-17
27.96,54.06,47.23,Black,Millets,11,0,17,14-35-14
32.11,71.86,56.34,Clayey,Barley,8,0,11,20-20
37.68,71.36,32.07,Clayey,Ground Nuts,11,4,40,Urea
33.29,72.81,38.08,Red,Tobacco,5,19,25,10-26-26
24.24,45.3,68.56,Clayey,Barley,13,0,10,20-20
29.39,58.92,32.77,Sandy,Wheat,6,20,14,20-20
34.12,78.05,45.51,Sandy,Oil seeds,40,0,4,Urea
31.46,60.92,35.26,Black,Barley,10,2,39,20-20
25.84,46.79,35.77,Clayey,Paddy,43,0,0,10-26-26
30.65,57.55,43.54,Black,Maize,22,0,23,Urea
36.25,60.68,42.98,Black,Sugarcane,6,8,28,17-17-17
28.64,69.09,42.89,Loamy,Cotton,28,2,17,14-35-14
30.28,59.17,40.52,Red,Pulses,10,0,8,20-20
36.5,52.36,24.4,Red,Paddy,14,4,32,17-17-17
21.57,50.51,47.72,Black,Wheat,18,0,14,DAP
33.9,74.86,57.18,Sandy,Wheat,19,0,42,Urea
37.18,70.69,58.98,Red,Sugarcane,36,1,0,20-20
33.28,76.03,40.66,Clayey,Barley,9,17,19,28-28
29.85,58.07,42.1,Sandy,Tobacco,10,17,15,20-20
21.99,53.33,61.68,Red,Oil seeds,5,3,14,14-35-14
23.41,43.66,20.16,Clayey,Pulses,38,0,0,14-35-14
30.29,46.16,40.66,Clayey,Paddy,32,0,0,DAP
31.65,57.0,56.28,Red,Oil seeds,4,12,24,14-35-14
32.15,58.22,58.63,Clayey,Cotton,28,0,19,DAP
30.74,62.79,50.57,Sandy,Tobacco,9,2,10,Urea
22.28,49.97,42.28,Clayey,Pulses,44,0,0,Urea
29.84,42.95,34.38,Clayey,Sugarcane,10,13,19,14-35-14
36.14,74.84,61.48,Sandy,Tobacco,18,1,37,17-17-17
39.75,66.91,26.89,Black,Barley,12,4,27,10-26-26
30.44,68.6,66.26,Clayey,Barley,26,0,16,14-35-14
30.86,51.58,34.05,Red,Millets,11,1,43,20-20
30.22,65.07,28.06,Red,Cotton,22,1,18,Urea
30.08,52.22,52.78,Red,Oil seeds,12,4,33,28-28
37.77,72.96,37.53,Black,Tobacco,16,0,35,10-26-26
20.55,57.33,36.43,Red,Wheat,25,0,16,DAP
30.4,60.18,28.18,Loamy,Cotton,36,0,0,DAP
28.3,62.72,42.06,Clayey,Wheat,40,0,0,20-20
33.03,50.75,42.07,Loamy,Sugarcane,12,0,33,17-17-17
24.26,66.8,29.59,Loamy,Barley,12,0,40,17-17-17
36.13,61.57,35.14,Loamy,Maize,40,1,4,14-35-14
36.76,72.35,33.65,Black,Paddy,12,3,9,14-35-14
30.12,52.36,33.8,Sandy,Barley,28,0,19,28-28
22.16,43.31,42.41,Red,Pulses,18,0,9,14-35-14
32.65,68.89,29.69,Clayey,Millets,8,0,6,14-35-14
26.89,51.17,70.0,Clayey,Sugarcane,37,3,4,10-26-26
33.44,59.53,70.0,Clayey,Cotton,12,0,41,DAP
29.67,47.88,23.8,Red,Ground Nuts,25,4,18,10-26-26
25.12,50.56,52.48,Sandy,Millets,13,1,11,28-28
36.37,67.68,30.08,Loamy,Tobacco,39,0,2,17-17-17
29.06,68.31,52.37,Red,Ground Nuts,16,0,10,14-35-14
25.78,64.69,32.38,Loamy,Barley,13,4,38,28-28
30.4,55.27,41.63,Clayey,Ground Nuts,17,2,29,DAP
36.0,59.46,52.35,Clayey,Wheat,9,13,10,28-28
25.43,48.84,35.9,Black,Pulses,35,0,0,17-17-17
34.49,54.23,21.17,Black,Sugarcane,16,1,38,DAP
30.5,59.68,35.22,Black,Wheat,11,4,18,Urea
24.25,67.07,21.47,Loamy,Tobacco,12,15,20,17-17-17
35.42,65.57,43.67,Clayey,Pulses,44,4,0,17-17-17
30.41,64.96,48.09,Black,Pulses,10,2,33,DAP
27.52,42.91,21.12,Red,Ground Nuts,15,15,13,10-26-26
24.68,49.97,70.0,Loamy,Barley,11,4,12,DAP
29.32,64.15,57.63,Black,Cotton,7,10,10,28-28
31.83,55.75,46.33,Sandy,Millets,17,10,12,Urea
40.0,61.76,49.42,Loamy,Cotton,4,11,29,Urea
27.8,65.85,31.27,Clayey,Wheat,9,3,26,20-20
31.7,55.64,40.28,Sandy,Maize,13,2,13,17-17-17
29.0,65.07,70.0,Red,Maize,10,2,32,DAP
29.04,70.01,36.9,Black,Barley,12,0,13,DAP
27.98,42.2,60.29,Clayey,Pulses,7,17,14,20-20
35.17,73.71,70.0,Loamy,Maize,12,0,35,Urea
26.03,44.6,30.68,Red,Cotton,12,7,31,20-20
27.89,59.42,32.46,Sandy,Tobacco,23,1,19,14-35-14
38.67,65.53,64.36,Black,Oil seeds,34,0,0,DAP
24.54,46.43,32.67,Black,Ground Nuts,17,0,17,28-28
32.82,66.47,59.62,Red,Ground Nuts,10,3,37,10-26-26
24.05,56.01,29.3,Red,Sugarcane,14,18,12,10-26-26
32.67,66.98,67.27,Loamy,Cotton,6,0,39,Urea
31.25,49.31,59.62,Sandy,Ground Nuts,8,2,11,28-28
21.28,54.65,57.82,Clayey,Cotton,8,0,4,28-28
33.5,71.43,63.29,Clayey,Tobacco,6,9,10,14-35-14
30.14,74.53,67.61,Black,Paddy,7,5,25,17-17-17
28.38,62.44,55.9,Black,Wheat,13,0,39,20-20
40.0,53.38,44.17,Black,Barley,18,4,36,20-20
30.51,56.56,31.01,Sandy,Ground Nuts,16,0,14,10-26-26
29.85,60.19,51.81,Black,Millets,17,0,23,DAP
27.57,58.96,56.6,Red,Wheat,13,3,39,DAP
31.19,60.99,46.6,Red,Pulses,21,0,26,Urea
26.57,53.43,43.69,Clayey,Ground Nuts,19,4,21,28-28
21.45,47.54,35.03,Red,Tobacco,21,0,20,17-17-17
25.87,64.11,67.58,Loamy,Wheat,4,10,27,Urea
23.29,59.14,42.14,Red,Maize,37,0,3,17-17-17
24.68,58.73,43.06,Sandy,Millets,38,4,1,DAP
33.95,62.48,20.64,Black,Pulses,5,12,19,17-17-17
26.33,59.59,55.24,Black,Cotton,7,4,10,Urea
40.0,68.68,34.13,Sandy,Ground Nuts,8,10,25,28-28
27.62,67.62,64.74,Red,Barley,6,3,37,10-26-26
27.96,53.07,59.54,Clayey,Pulses,9,4,33,17-17-17
26.49,61.97,42.04,Clayey,Ground Nuts,12,16,13,DAP
29.25,62.0,55.15,Clayey,Barley,12,0,36,10-26-26
23.74,55.81,61.5,Loamy,Pulses,6,9,15,DAP
25.85,48.14,39.33,Loamy,Maize,32,0,0,Urea
30.07,59.72,61.15,Clayey,Pulses,12,15,11,DAP
30.02,55.06,30.59,Red,Wheat,10,0,40,17-17-17
21.68,57.86,23.08,Red,Pulses,16,0,12,Urea
20.42,53.57,38.87,Loamy,Cotton,5,18,17,20-20
32.8,65.87,49.94,Clayey,Barley,33,0,0,14-35-14
33.34,61.94,32.31,Black,Sugarcane,8,0,32,17-17-17
31.25,68.53,66.94,Red,Oil seeds,6,16,14,28-28
37.61,64.57,34.12,Clayey,Pulses,38,0,0,Urea
34.15,68.11,46.5,Clayey,Pulses,8,12,30,28-28
27.67,59.9,26.38,Black,Cotton,41,0,2,Urea
22.34,45.29,39.49,Loamy,Millets,38,0,0,10-26-26
21.07,60.95,61.29,Clayey,Millets,6,0,6,20-20
27.82,57.43,30.84,Loamy,Cotton,2,15,24,DAP
23.11,49.15,32.6,Black,Cotton,9,3,37,17-17-17
24.0,49.02,37.37,Clayey,Sugarcane,11,0,13,DAP
29.13,43.28,36.14,Black,Sugarcane,39,0,4,14-35-14
23.46,50.44,24.32,Black,Cotton,37,0,4,14-35-14
28.08,52.69,32.35,Clayey,Ground Nuts,12,3,34,17-17-17
21.29,54.85,26.51,Sandy,Millets,11,0,39,17-17-17
28.54,49.45,46.17,Red,Millets,31,0,0,10-26-26
31.21,60.48,37.27,Clayey,Oil seeds,36,0,1,14-35-14
22.97,44.59,43.69,Clayey,Barley,19,3,28,28-28
27.52,52.42,36.15,Red,Maize,9,0,38,DAP
26.76,43.31,43.64,Red,Oil seeds,2,15,20,20-20
30.57,64.68,51.73,Clayey,Wheat,7,12,8,DAP
37.11,77.37,42.03,Clayey,Cotton,4,4,27,DAP
34.97,72.4,57.83,Loamy,Wheat,21,0,23,DAP
32.85,69.09,29.04,Black,Ground Nuts,16,0,12,14-35-14
24.33,66.27,70.0,Black,Ground Nuts,8,2,34,20-20
23.84,60.67,36.47,Sandy,Pulses,38,1,1,DAP
35.36,64.36,36.49,Loamy,Wheat,41,3,4,DAP
27.09,62.94,50.51,Red,Wheat,11,0,38,DAP
25.2,48.23,41.84,Black,Ground Nuts,38,1,0,20-20
23.98,52.41,24.26,Loamy,Ground Nuts,41,4,2,17-17-17
32.12,57.29,40.78,Sandy,Millets,42,1,3,DAP
28.29,57.33,52.55,Clayey,Cotton,26,0,22,28-28
27.8,44.81,22.17,Red,Sugarcane,14,1,45,17-17-17
35.41,69.11,70.0,Clayey,Sugarcane,4,9,25,10-26-26
34.46,74.6,45.35,Red,Oil seeds,10,10,12,DAP
26.25,69.57,37.25,Red,Tobacco,10,0,4,28-28
40.0,76.34,22.1,Black,Oil seeds,11,0,36,20-20
29.5,50.06,63.05,Clayey,Pulses,10,0,9,20-20
27.13,43.23,35.28,Red,Paddy,26,3,22,14-35-14
28.99,66.71,43.03,Clayey,Paddy,22,4,21,DAP
25.14,46.88,28.19,Loamy,Cotton,16,3,36,DAP
27.79,62.14,30.06,Red,Sugarcane,7,10,25,10-26-26
33.41,67.81,41.34,Loamy,Ground Nuts,10,2,41,20-20
25.2,44.1,46.96,Red,Oil seeds,12,6,29,DAP
34.19,56.72,63.64,Clayey,Tobacco,18,4,33,20-20
37.3,68.57,44.84,Black,Pulses,5,4,34,DAP
31.78,59.11,44.18,Black,Pulses,22,4,27,Urea
32.11,71.08,29.01,Sandy,Barley,35,0,0,10-26-26
36.82,57.69,30.19,Red,Barley,39,0,3,28-28
25.12,64.48,52.92,Sandy,Wheat,16,0,8,14-35-14
31.33,72.92,35.31,Red,Tobacco,14,0,35,17-17-17
29.93,55.77,48.12,Clayey,Tobacco,42,0,0,10-26-26
32.68,58.16,41.4,Loamy,Paddy,38,2,0,20-20
28.17,50.1,57.67,Sandy,Cotton,14,0,6,17-17-17
35.81,76.09,24.48,Red,Paddy,10,0,37,DAP
38.04,62.28,44.38,Clayey,Pulses,12,3,24,Urea
31.55,53.02,39.4,Clayey,Cotton,8,0,16,Urea
29.14,59.77,42.79,Clayey,Barley,38,0,0,10-26-26
34.31,63.01,44.96,Black,Tobacco,37,0,3,DAP
27.54,58.58,30.71,Black,Tobacco,43,1,2,DAP
27.92,52.23,46.52,Sandy,Tobacco,38,0,0,28-28
24.6,51.17,29.76,Clayey,Wheat,32,3,0,17-17-17
28.87,57.65,56.9,Black,Barley,11,16,14,28-28
28.85,58.79,66.37,Sandy,Cotton,10,12,30,10-26-26
33.72,61.76,45.98,Clayey,Maize,13,0,38,10-26-26
30.63,60.56,22.33,Black,Maize,40,0,4,Urea
27.05,50.1,30.22,Sandy,Maize,38,0,2,14-35-14
22.79,59.47,28.56,Sandy,Millets,37,0,0,10-26-26
38.77,55.67,55.59,Clayey,Paddy,14,18,11,DAP
28.8,49.98,58.83,Black,Sugarcane,14,10,17,20-20
27.76,65.79,45.56,Loamy,Ground Nuts,12,15,15,14-35-14
22.48,53.68,29.96,Clayey,Millets,18,17,10,10-26-26
32.73,55.44,47.85,Clayey,Ground Nuts,45,1,3,10-26-26
24.2,41.69,33.6,Red,Ground Nuts,19,13,13,10-26-26
30.17,59.06,40.76,Loamy,Cotton,12,2,41,14-35-14
40.0,67.75,57.85,Loamy,Barley,10,11,24,DAP
38.33,58.9,40.27,Clayey,Cotton,41,1,0,14-35-14
26.86,46.9,28.95,Clayey,Wheat,11,14,32,10-26-26
25.56,61.54,26.89,Sandy,Tobacco,36,3,0,28-28
26.54,45.74,70.0,Red,Tobacco,33,0,0,14-35-14
29.36,52.93,54.82,Red,Oil seeds,7,0,18,DAP
24.44,46.56,30.45,Red,Ground Nuts,6,16,17,20-20
27.95,69.26,31.79,Red,Ground Nuts,0,15,18,10-26-26
37.22,64.38,63.58,Red,Tobacco,6,0,11,DAP
30.57,47.43,58.26,Sandy,Ground Nuts,11,0,8,20-20
24.1,63.6,25.87,Clayey,Sugarcane,9,3,9,14-35-14
37.79,62.57,61.86,Clayey,Sugarcane,13,1,41,20-20
30.33,55.01,27.78,Loamy,Tobacco,26,0,19,20-20
28.18,65.54,54.63,Clayey,Millets,12,19,12,Urea
24.23,58.48,50.97,Red,Tobacco,30,0,0,14-35-14
31.35,68.81,41.39,Black,Oil seeds,13,0,36,20-20
35.83,76.88,66.33,Red,Sugarcane,13,0,40,14-35-14
33.04,56.04,63.33,Black,Maize,10,3,13,Urea
36.49,74.83,63.59,Red,Sugarcane,37,3,0,28-28
30.11,48.12,54.43,Red,Maize,6,2,15,28-28
20.3,44.44,41.86,Loamy,Pulses,20,4,18,14-35-14
32.82,65.38,24.04,Red,Ground Nuts,39,4,0,28-28
32.87,59.11,59.71,Clayey,Sugarcane,10,0,14,Urea
30.81,51.96,35.61,Loamy,Millets,15,9,17,20-20
38.65,71.63,59.06,Sandy,Tobacco,6,6,30,20-20
32.86,68.29,37.77,Black,Maize,18,2,32,Urea
22.72,50.47,51.87,Black,Sugarcane,9,17,11,DAP
27.14,58.79,66.42,Sandy,Tobacco,5,7,33,DAP
32.33,74.41,49.11,Loamy,Ground Nuts,43,0,3,14-35-14
31.57,59.49,44.41,Loamy,Wheat,33,0,0,10-26-26
33.92,70.37,55.46,Sandy,Cotton,24,0,17,17-17-17
23.64,54.21,33.68,Clayey,Barley,30,1,0,Urea
26.46,60.34,48.97,Red,Tobacco,8,10,26,DAP
